timestamp,open,high,low,close,volume,trade_count,vwap
2021-04-01 04:03:00-04:00,133.36,133.36,133.36,133.36,383,5,133.401253
2021-04-01 06:31:00-04:00,133.6,133.6,133.6,133.6,400,5,133.6024
2021-04-01 06:32:00-04:00,133.6,133.6,133.6,133.6,394,8,133.554822
2021-04-01 07:43:00-04:00,133.7,133.7,133.7,133.7,200,1,133.7
2021-04-01 08:13:00-04:00,133.49,133.49,133.49,133.49,411,2,133.49
2021-04-01 08:16:00-04:00,133.26,133.26,133.26,133.26,4802,2,133.260771
2021-04-01 08:26:00-04:00,133.26,133.26,133.26,133.26,102,1,133.26
2021-04-01 08:32:00-04:00,133.3888,133.3888,133.38,133.38,200,2,133.3844
2021-04-01 08:46:00-04:00,133.99,133.99,133.99,133.99,200,1,133.99
2021-04-01 08:48:00-04:00,133.26,133.26,133.26,133.26,102,1,133.26
2021-04-01 08:49:00-04:00,133.45,133.45,133.45,133.45,212,11,133.460047
2021-04-01 08:57:00-04:00,133.9626,133.9626,133.9626,133.9626,130,2,133.962885
2021-04-01 09:07:00-04:00,133.5123,133.5123,133.5123,133.5123,190,1,133.5123
2021-04-01 09:17:00-04:00,133.9,133.9,133.9,133.9,104,3,133.898125
2021-04-01 09:20:00-04:00,133.26,133.26,133.26,133.26,935,3,133.290353
2021-04-01 09:24:00-04:00,133.8999,133.8999,133.8999,133.8999,201,2,133.89893
2021-04-01 09:30:00-04:00,133.8,133.93,133.3,133.32,113383,586,133.67353
2021-04-01 09:31:00-04:00,133.3,133.41,133.18,133.31,18966,342,133.288244
2021-04-01 09:32:00-04:00,133.32,133.51,133.32,133.48,7726,134,133.418774
2021-04-01 09:33:00-04:00,133.495,133.8049,133.495,133.7624,8699,154,133.697806
2021-04-01 09:34:00-04:00,133.74,133.87,133.66,133.7551,14001,241,133.748767
2021-04-01 09:35:00-04:00,133.7547,133.7547,133.55,133.56,12854,198,133.668792
2021-04-01 09:36:00-04:00,133.56,133.5714,133.35,133.4,25327,396,133.415428
2021-04-01 09:37:00-04:00,133.385,133.51,133.31,133.335,11383,133,133.388963
2021-04-01 09:38:00-04:00,133.3,133.55,133.3,133.51,12904,242,133.428186
2021-04-01 09:39:00-04:00,133.535,133.58,133.25,133.26,11387,168,133.42482
2021-04-01 09:40:00-04:00,133.24,133.33,133.2,133.319,8162,162,133.263414
2021-04-01 09:41:00-04:00,133.37,133.46,133.27,133.29,4462,105,133.364576
2021-04-01 09:42:00-04:00,133.31,133.31,133.18,133.22,9085,167,133.239738
2021-04-01 09:43:00-04:00,133.23,133.2699,133.14,133.1502,7814,143,133.208155
2021-04-01 09:44:00-04:00,133.15,133.15,132.88,132.925,14821,269,132.96523
2021-04-01 09:45:00-04:00,132.925,132.925,132.725,132.86,24426,297,132.816988
2021-04-01 09:46:00-04:00,132.81,132.82,132.69,132.72,7462,144,132.745109
2021-04-01 09:47:00-04:00,132.72,132.81,132.68,132.75,11197,163,132.747142
2021-04-01 09:48:00-04:00,132.76,132.76,132.6614,132.69,13081,171,132.727122
2021-04-01 09:49:00-04:00,132.71,132.71,132.35,132.435,29929,429,132.530249
2021-04-01 09:50:00-04:00,132.41,132.43,132.27,132.4232,15091,233,132.346183
2021-04-01 09:51:00-04:00,132.4,132.71,132.35,132.71,14235,178,132.487852
2021-04-01 09:52:00-04:00,132.68,132.8596,132.67,132.7292,13081,189,132.77471
2021-04-01 09:53:00-04:00,132.69,132.72,132.61,132.63,9220,168,132.644581
2021-04-01 09:54:00-04:00,132.6222,132.68,132.565,132.58,8775,150,132.622304
2021-04-01 09:55:00-04:00,132.56,132.56,132.46,132.46,11594,193,132.505604
2021-04-01 09:56:00-04:00,132.48,132.59,132.435,132.435,5094,107,132.51577
2021-04-01 09:57:00-04:00,132.4527,132.56,132.43,132.52,6689,110,132.507087
2021-04-01 09:58:00-04:00,132.46,132.49,132.4019,132.47,8371,142,132.446457
2021-04-01 09:59:00-04:00,132.45,132.51,132.36,132.36,11466,197,132.435512
2021-04-01 10:00:00-04:00,132.405,132.53,132.36,132.51,8101,123,132.437289
2021-04-01 10:01:00-04:00,132.5186,132.5186,132.32,132.365,19780,266,132.400365
2021-04-01 10:02:00-04:00,132.38,132.54,132.38,132.435,13863,196,132.454606
2021-04-01 10:03:00-04:00,132.455,132.63,132.455,132.5426,10795,145,132.563524
2021-04-01 10:04:00-04:00,132.59,132.79,132.59,132.6,11509,188,132.691997
2021-04-01 10:05:00-04:00,132.575,132.62,132.51,132.61,8988,153,132.566187
2021-04-01 10:06:00-04:00,132.62,132.705,132.59,132.63,17816,234,132.636408
2021-04-01 10:07:00-04:00,132.64,132.68,132.56,132.58,6801,121,132.603593
2021-04-01 10:08:00-04:00,132.59,132.66,132.46,132.5268,15854,204,132.58562
2021-04-01 10:09:00-04:00,132.5153,132.64,132.5,132.58,16694,261,132.547346
2021-04-01 10:10:00-04:00,132.54,132.55,132.48,132.52,9912,141,132.50736
2021-04-01 10:11:00-04:00,132.5073,132.57,132.46,132.4636,7523,162,132.514417
2021-04-01 10:12:00-04:00,132.43,132.47,132.39,132.39,4886,118,132.443496
2021-04-01 10:13:00-04:00,132.39,132.42,132.35,132.39,13667,158,132.390011
2021-04-01 10:14:00-04:00,132.41,132.53,132.41,132.481,7215,126,132.465625
2021-04-01 10:15:00-04:00,132.475,132.54,132.47,132.48,10890,167,132.51082
2021-04-01 10:16:00-04:00,132.5,132.519,132.47,132.49,5282,117,132.483093
2021-04-01 10:17:00-04:00,132.48,132.55,132.41,132.54,51302,535,132.499146
2021-04-01 10:18:00-04:00,132.535,132.59,132.4901,132.56,14806,213,132.542849
2021-04-01 10:19:00-04:00,132.56,132.6,132.56,132.58,7817,122,132.574935
2021-04-01 10:20:00-04:00,132.5816,132.65,132.58,132.62,12534,200,132.610642
2021-04-01 10:21:00-04:00,132.6198,132.6696,132.58,132.64,9488,146,132.615857
2021-04-01 10:22:00-04:00,132.6487,132.66,132.595,132.6391,6681,139,132.625277
2021-04-01 10:23:00-04:00,132.6698,132.67,132.62,132.64,8105,125,132.643871
2021-04-01 10:24:00-04:00,132.64,132.775,132.62,132.775,11553,188,132.700809
2021-04-01 10:25:00-04:00,132.78,132.825,132.77,132.81,10788,175,132.79321
2021-04-01 10:26:00-04:00,132.82,132.82,132.76,132.76,6151,132,132.797566
2021-04-01 10:27:00-04:00,132.77,132.7999,132.66,132.665,6183,127,132.738439
2021-04-01 10:28:00-04:00,132.665,132.68,132.625,132.665,20835,195,132.639922
2021-04-01 10:29:00-04:00,132.665,132.67,132.64,132.66,11847,143,132.654498
2021-04-01 10:30:00-04:00,132.66,132.66,132.5557,132.59,9490,159,132.614333
2021-04-01 10:31:00-04:00,132.59,132.61,132.58,132.595,8679,121,132.591273
2021-04-01 10:32:00-04:00,132.6,132.6816,132.58,132.675,11743,190,132.632999
2021-04-01 10:33:00-04:00,132.66,132.82,132.65,132.82,5223,77,132.73853
2021-04-01 10:34:00-04:00,132.81,132.91,132.81,132.91,15466,180,132.864902
2021-04-01 10:35:00-04:00,132.9,132.9,132.65,132.6545,9460,167,132.751798
2021-04-01 10:36:00-04:00,132.65,132.65,132.61,132.635,13396,148,132.626741
2021-04-01 10:37:00-04:00,132.637,132.709,132.61,132.695,12797,161,132.675709
2021-04-01 10:38:00-04:00,132.71,132.725,132.64,132.66,18278,260,132.676319
2021-04-01 10:39:00-04:00,132.63,132.72,132.6226,132.69,11679,171,132.664107
2021-04-01 10:40:00-04:00,132.7,132.7,132.635,132.68,9296,158,132.666952
2021-04-01 10:41:00-04:00,132.68,132.7,132.6371,132.67,10060,132,132.665943
2021-04-01 10:42:00-04:00,132.67,132.7,132.64,132.68,8708,141,132.674
